date,signals,longs,shorts,wins,losses,open,win_rate_pct,net_pnl_usd,avg_rr,best_rr,notes
2026-05-01,8,5,3,1,7,0,12.5,−357.75,5.93,15.68,downtrend day — D_R1 longs all stopped; A-grade short was sole winner
